MSA,Year,Unemployment Rate
"San Diego-Carlsbad, CA (MSA)",2014,6.5
"Flint, MI (MSA)",2014,8.0
"Lexington-Fayette, KY (MSA)",2014,4.9
"Tucson, AZ (MSA)",2014,6.0
"Oklahoma City, OK (MSA)",2014,3.9
"Boise City, ID (MSA)",2014,4.3
"Ames, IA (MSA)",2014,2.9
"Madison, WI (MSA)",2014,3.9
"New Orleans-Metairie, LA (MSA)",2014,6.2
"Columbus, OH (MSA)",2014,4.9
"Bismarck, ND (MSA)",2014,2.7
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2014,6.3
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2014,6.3
"Visalia-Porterville, CA (MSA)",2014,13.3
"Salt Lake City, UT (MSA)",2014,3.6
"Davenport-Moline-Rock Island, IA-IL (MSA)",2014,6.2
"Dallas-Fort Worth-Arlington, TX (MSA)",2015,4.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2015,4.6
"Austin-Round Rock, TX (MSA)",2015,3.4
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2015,6.0
"St. Louis, MO-IL (MSA)",2015,5.1
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2015,5.3
"Las Vegas-Henderson-Paradise, NV (MSA)",2015,6.9
"Detroit-Warren-Dearborn, MI (MSA)",2015,5.8
"Denver-Aurora-Lakewood, CO (MSA)",2015,3.6
"Jacksonville, FL (MSA)",2015,5.4
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2015,5.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2015,3.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2015,5.2
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2015,5.3
"Kansas City, MO-KS (MSA)",2015,4.8
"Cincinnati, OH-KY-IN (MSA)",2015,4.5
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2015,5.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2015,4.4
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2015,5.1
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2015,6.2
"Pittsburgh, PA (MSA)",2015,5.4
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2015,5.4
"Memphis, TN-MS-AR (MSA)",2015,6.2
"San Francisco-Oakland-Hayward, CA (MSA)",2015,4.3
"Orlando-Kissimmee-Sanford, FL (MSA)",2015,5.2
"Cleveland-Elyria, OH (MSA)",2015,5.0
"Indianapolis-Carmel-Anderson, IN (MSA)",2015,4.5
"Raleigh, NC (MSA)",2015,4.8
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2015,4.3
"Reno, NV (MSA)",2015,6.3
"Birmingham-Hoover, AL (MSA)",2015,5.5
"San Antonio-New Braunfels, TX (MSA)",2015,3.8
"Richmond, VA (MSA)",2015,4.6
"Albuquerque, NM (MSA)",2015,6.2
"Grand Rapids-Wyoming, MI (MSA)",2015,3.9
"Omaha-Council Bluffs, NE-IA (MSA)",2015,3.2
"Baltimore-Columbia-Towson, MD (MSA)",2015,5.2
"Rochester, NY (MSA)",2015,5.1
"San Diego-Carlsbad, CA (MSA)",2015,5.2
"Flint, MI (MSA)",2015,6.3
"Lexington-Fayette, KY (MSA)",2015,3.9
"Tucson, AZ (MSA)",2015,5.5
"Oklahoma City, OK (MSA)",2015,3.8
"Boise City, ID (MSA)",2015,3.8
"Ames, IA (MSA)",2015,2.5
"Madison, WI (MSA)",2015,3.3
"New Orleans-Metairie, LA (MSA)",2015,6.0
"Columbus, OH (MSA)",2015,4.2
"Bismarck, ND (MSA)",2015,2.6
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2015,5.5
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2015,5.5
"Visalia-Porterville, CA (MSA)",2015,11.7
"Salt Lake City, UT (MSA)",2015,3.4
"Davenport-Moline-Rock Island, IA-IL (MSA)",2015,5.5
"Dallas-Fort Worth-Arlington, TX (MSA)",2016,3.9
"Seattle-Tacoma-Bellevue, WA (MSA)",2016,4.3
"Austin-Round Rock, TX (MSA)",2016,3.3
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2016,5.8
"St. Louis, MO-IL (MSA)",2016,4.6
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2016,4.6
"Las Vegas-Henderson-Paradise, NV (MSA)",2016,5.9
"Detroit-Warren-Dearborn, MI (MSA)",2016,5.2
"Denver-Aurora-Lakewood, CO (MSA)",2016,3.0
"Jacksonville, FL (MSA)",2016,4.7
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2016,5.2
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2016,3.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2016,4.7
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2016,4.8
"Kansas City, MO-KS (MSA)",2016,4.3
"Cincinnati, OH-KY-IN (MSA)",2016,4.4
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2016,5.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2016,3.8
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2016,4.5
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2016,5.0
"Pittsburgh, PA (MSA)",2016,5.6
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2016,4.8
"Memphis, TN-MS-AR (MSA)",2016,5.2
"San Francisco-Oakland-Hayward, CA (MSA)",2016,3.8
"Orlando-Kissimmee-Sanford, FL (MSA)",2016,4.5
"Cleveland-Elyria, OH (MSA)",2016,5.4
"Indianapolis-Carmel-Anderson, IN (MSA)",2016,4.0
"Raleigh, NC (MSA)",2016,4.4
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2016,3.9
"Reno, NV (MSA)",2016,5.1
"Birmingham-Hoover, AL (MSA)",2016,5.5
"San Antonio-New Braunfels, TX (MSA)",2016,3.8
"Richmond, VA (MSA)",2016,4.1
"Albuquerque, NM (MSA)",2016,6.1
"Grand Rapids-Wyoming, MI (MSA)",2016,3.6
"Omaha-Council Bluffs, NE-IA (MSA)",2016,3.2
"Baltimore-Columbia-Towson, MD (MSA)",2016,4.4
"Rochester, NY (MSA)",2016,4.8
"San Diego-Carlsbad, CA (MSA)",2016,4.7
"Flint, MI (MSA)",2016,5.8
"Lexington-Fayette, KY (MSA)",2016,3.7
"Tucson, AZ (MSA)",2016,5.0
"Oklahoma City, OK (MSA)",2016,4.0
"Boise City, ID (MSA)",2016,3.5
"Ames, IA (MSA)",2016,2.3
"Madison, WI (MSA)",2016,2.9
"New Orleans-Metairie, LA (MSA)",2016,5.5
"Columbus, OH (MSA)",2016,4.2
"Bismarck, ND (MSA)",2016,2.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2016,5.0
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2016,5.2
"Visalia-Porterville, CA (MSA)",2016,11.2
"Salt Lake City, UT (MSA)",2016,3.1
"Davenport-Moline-Rock Island, IA-IL (MSA)",2016,5.4
"Dallas-Fort Worth-Arlington, TX (MSA)",2017,3.7
"Seattle-Tacoma-Bellevue, WA (MSA)",2017,4.0
"Austin-Round Rock, TX (MSA)",2017,3.2
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2017,4.9
"St. Louis, MO-IL (MSA)",2017,3.8
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2017,4.1
"Las Vegas-Henderson-Paradise, NV (MSA)",2017,5.2
"Detroit-Warren-Dearborn, MI (MSA)",2017,4.5
"Denver-Aurora-Lakewood, CO (MSA)",2017,2.5
"Jacksonville, FL (MSA)",2017,4.1
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2017,4.6
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2017,3.2
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2017,4.3
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2017,4.4
"Kansas City, MO-KS (MSA)",2017,3.8
"Cincinnati, OH-KY-IN (MSA)",2017,4.3
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2017,4.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2017,3.6
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2017,3.9
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2017,4.5
"Pittsburgh, PA (MSA)",2017,5.1
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2017,4.3
"Memphis, TN-MS-AR (MSA)",2017,4.3
"San Francisco-Oakland-Hayward, CA (MSA)",2017,3.4
"Orlando-Kissimmee-Sanford, FL (MSA)",2017,3.9
"Cleveland-Elyria, OH (MSA)",2017,5.6
"Indianapolis-Carmel-Anderson, IN (MSA)",2017,3.3
"Raleigh, NC (MSA)",2017,4.0
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2017,3.3
"Reno, NV (MSA)",2017,4.2
"Birmingham-Hoover, AL (MSA)",2017,4.1
"San Antonio-New Braunfels, TX (MSA)",2017,3.6
"Richmond, VA (MSA)",2017,3.8
"Albuquerque, NM (MSA)",2017,5.6
"Grand Rapids-Wyoming, MI (MSA)",2017,3.5
"Omaha-Council Bluffs, NE-IA (MSA)",2017,3.1
"Baltimore-Columbia-Towson, MD (MSA)",2017,4.1
"Rochester, NY (MSA)",2017,4.9
"San Diego-Carlsbad, CA (MSA)",2017,4.0
"Flint, MI (MSA)",2017,5.6
"Lexington-Fayette, KY (MSA)",2017,3.7
"Tucson, AZ (MSA)",2017,4.6
"Oklahoma City, OK (MSA)",2017,3.6
"Boise City, ID (MSA)",2017,3.1
"Ames, IA (MSA)",2017,2.0
"Madison, WI (MSA)",2017,2.5
"New Orleans-Metairie, LA (MSA)",2017,4.8
"Columbus, OH (MSA)",2017,4.1
"Bismarck, ND (MSA)",2017,2.6
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2017,4.8
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2017,5.3
"Visalia-Porterville, CA (MSA)",2017,10.5
"Salt Lake City, UT (MSA)",2017,3.0
"Davenport-Moline-Rock Island, IA-IL (MSA)",2017,4.4
"Dallas-Fort Worth-Arlington, TX (MSA)",2018,3.6
"Seattle-Tacoma-Bellevue, WA (MSA)",2018,3.7
"Austin-Round Rock, TX (MSA)",2018,3.0
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2018,4.1
"St. Louis, MO-IL (MSA)",2018,3.4
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2018,3.6
"Las Vegas-Henderson-Paradise, NV (MSA)",2018,4.6
"Detroit-Warren-Dearborn, MI (MSA)",2018,4.3
"Denver-Aurora-Lakewood, CO (MSA)",2018,2.9
"Jacksonville, FL (MSA)",2018,3.5
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2018,3.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2018,2.7
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2018,4.2
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2018,3.9
"Kansas City, MO-KS (MSA)",2018,3.4
"Cincinnati, OH-KY-IN (MSA)",2018,3.9
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2018,3.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2018,3.3
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2018,3.8
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2018,4.2
"Pittsburgh, PA (MSA)",2018,4.4
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2018,3.7
"Memphis, TN-MS-AR (MSA)",2018,4.2
"San Francisco-Oakland-Hayward, CA (MSA)",2018,2.8
"Orlando-Kissimmee-Sanford, FL (MSA)",2018,3.4
"Cleveland-Elyria, OH (MSA)",2018,4.7
"Indianapolis-Carmel-Anderson, IN (MSA)",2018,3.2
"Raleigh, NC (MSA)",2018,3.5
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2018,2.7
"Reno, NV (MSA)",2018,3.5
"Birmingham-Hoover, AL (MSA)",2018,3.5
"San Antonio-New Braunfels, TX (MSA)",2018,3.3
"Richmond, VA (MSA)",2018,3.2
"Albuquerque, NM (MSA)",2018,4.7
"Grand Rapids-Wyoming, MI (MSA)",2018,3.0
"Omaha-Council Bluffs, NE-IA (MSA)",2018,3.0
"Baltimore-Columbia-Towson, MD (MSA)",2018,3.9
"Rochester, NY (MSA)",2018,4.2
"San Diego-Carlsbad, CA (MSA)",2018,3.4
"Flint, MI (MSA)",2018,4.9
"Lexington-Fayette, KY (MSA)",2018,3.3
"Tucson, AZ (MSA)",2018,4.4
"Oklahoma City, OK (MSA)",2018,3.0
"Boise City, ID (MSA)",2018,2.7
"Ames, IA (MSA)",2018,1.6
"Madison, WI (MSA)",2018,2.3
"New Orleans-Metairie, LA (MSA)",2018,4.6
"Columbus, OH (MSA)",2018,3.9
"Bismarck, ND (MSA)",2018,2.6
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2018,4.3
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2018,4.5
"Visalia-Porterville, CA (MSA)",2018,9.8
"Salt Lake City, UT (MSA)",2018,2.8
"Davenport-Moline-Rock Island, IA-IL (MSA)",2018,4.2
"Dallas-Fort Worth-Arlington, TX (MSA)",2019,3.3
"Seattle-Tacoma-Bellevue, WA (MSA)",2019,3.2
"Austin-Round Rock, TX (MSA)",2019,2.7
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2019,3.9
"St. Louis, MO-IL (MSA)",2019,3.2
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2019,3.3
"Las Vegas-Henderson-Paradise, NV (MSA)",2019,4.3
"Detroit-Warren-Dearborn, MI (MSA)",2019,4.2
"Denver-Aurora-Lakewood, CO (MSA)",2019,2.6
"Jacksonville, FL (MSA)",2019,3.2
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2019,3.4
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2019,3.0
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2019,4.2
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2019,3.6
"Kansas City, MO-KS (MSA)",2019,3.3
"Cincinnati, OH-KY-IN (MSA)",2019,3.7
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2019,3.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2019,3.0
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2019,3.5
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2019,4.1
"Pittsburgh, PA (MSA)",2019,4.3
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2019,3.5
"Memphis, TN-MS-AR (MSA)",2019,4.1
"San Francisco-Oakland-Hayward, CA (MSA)",2019,2.6
"Orlando-Kissimmee-Sanford, FL (MSA)",2019,3.1
"Cleveland-Elyria, OH (MSA)",2019,4.1
"Indianapolis-Carmel-Anderson, IN (MSA)",2019,3.0
"Raleigh, NC (MSA)",2019,3.4
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2019,2.6
"Reno, NV (MSA)",2019,3.4
"Birmingham-Hoover, AL (MSA)",2019,2.9
"San Antonio-New Braunfels, TX (MSA)",2019,3.1
"Richmond, VA (MSA)",2019,2.9
"Albuquerque, NM (MSA)",2019,4.7
"Grand Rapids-Wyoming, MI (MSA)",2019,3.0
"Omaha-Council Bluffs, NE-IA (MSA)",2019,3.1
"Baltimore-Columbia-Towson, MD (MSA)",2019,3.4
"Rochester, NY (MSA)",2019,3.9
"San Diego-Carlsbad, CA (MSA)",2019,3.2
"Flint, MI (MSA)",2019,5.0
"Lexington-Fayette, KY (MSA)",2019,3.3
"Tucson, AZ (MSA)",2019,4.5
"Oklahoma City, OK (MSA)",2019,2.9
"Boise City, ID (MSA)",2019,2.7
"Ames, IA (MSA)",2019,1.8
"Madison, WI (MSA)",2019,2.4
"New Orleans-Metairie, LA (MSA)",2019,4.3
"Columbus, OH (MSA)",2019,3.6
"Bismarck, ND (MSA)",2019,2.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2019,4.0
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2019,4.2
"Visalia-Porterville, CA (MSA)",2019,9.8
"Salt Lake City, UT (MSA)",2019,2.5
"Davenport-Moline-Rock Island, IA-IL (MSA)",2019,4.0
"Dallas-Fort Worth-Arlington, TX (MSA)",2020,7.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2020,8.3
"Austin-Round Rock, TX (MSA)",2020,6.2
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2020,9.7
"St. Louis, MO-IL (MSA)",2020,6.8
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2020,7.6
"Las Vegas-Henderson-Paradise, NV (MSA)",2020,15.5
"Detroit-Warren-Dearborn, MI (MSA)",2020,11.5
"Denver-Aurora-Lakewood, CO (MSA)",2020,7.0
"Jacksonville, FL (MSA)",2020,6.6
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2020,6.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2020,6.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2020,7.3
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2020,10.2
"Kansas City, MO-KS (MSA)",2020,6.2
"Cincinnati, OH-KY-IN (MSA)",2020,7.0
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2020,8.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2020,6.4
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2020,7.7
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2020,11.5
"Pittsburgh, PA (MSA)",2020,9.0
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2020,7.1
"Memphis, TN-MS-AR (MSA)",2020,8.8
"San Francisco-Oakland-Hayward, CA (MSA)",2020,8.3
"Orlando-Kissimmee-Sanford, FL (MSA)",2020,10.7
"Cleveland-Elyria, OH (MSA)",2020,9.7
"Indianapolis-Carmel-Anderson, IN (MSA)",2020,6.7
"Raleigh, NC (MSA)",2020,6.3
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2020,7.2
"Reno, NV (MSA)",2020,8.2
"Birmingham-Hoover, AL (MSA)",2020,5.9
"San Antonio-New Braunfels, TX (MSA)",2020,7.3
"Richmond, VA (MSA)",2020,6.9
"Albuquerque, NM (MSA)",2020,7.7
"Grand Rapids-Wyoming, MI (MSA)",2020,7.7
"Omaha-Council Bluffs, NE-IA (MSA)",2020,4.8
"Baltimore-Columbia-Towson, MD (MSA)",2020,6.3
"Rochester, NY (MSA)",2020,7.8
"San Diego-Carlsbad, CA (MSA)",2020,9.4
"Flint, MI (MSA)",2020,11.5
"Lexington-Fayette, KY (MSA)",2020,5.7
"Tucson, AZ (MSA)",2020,7.6
"Oklahoma City, OK (MSA)",2020,6.2
"Boise City, ID (MSA)",2020,5.7
"Ames, IA (MSA)",2020,3.5
"Madison, WI (MSA)",2020,5.0
"New Orleans-Metairie, LA (MSA)",2020,9.9
"Columbus, OH (MSA)",2020,7.1
"Bismarck, ND (MSA)",2020,4.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2020,9.0
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2020,9.3
"Visalia-Porterville, CA (MSA)",2020,13.5
"Salt Lake City, UT (MSA)",2020,5.2
"Davenport-Moline-Rock Island, IA-IL (MSA)",2020,7.9
"Dallas-Fort Worth-Arlington, TX (MSA)",2021,5.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2021,4.7
"Austin-Round Rock, TX (MSA)",2021,4.1
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2021,6.2
"St. Louis, MO-IL (MSA)",2021,4.4
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2021,4.3
"Las Vegas-Henderson-Paradise, NV (MSA)",2021,7.9
"Detroit-Warren-Dearborn, MI (MSA)",2021,6.1
"Denver-Aurora-Lakewood, CO (MSA)",2021,5.5
"Jacksonville, FL (MSA)",2021,4.1
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2021,3.9
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2021,3.8
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2021,4.6
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2021,7.5
"Kansas City, MO-KS (MSA)",2021,4.1
"Cincinnati, OH-KY-IN (MSA)",2021,4.4
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2021,5.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2021,4.7
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2021,5.1
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2021,8.2
"Pittsburgh, PA (MSA)",2021,6.0
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2021,4.6
"Memphis, TN-MS-AR (MSA)",2021,6.3
"San Francisco-Oakland-Hayward, CA (MSA)",2021,5.6
"Orlando-Kissimmee-Sanford, FL (MSA)",2021,5.1
"Cleveland-Elyria, OH (MSA)",2021,5.7
"Indianapolis-Carmel-Anderson, IN (MSA)",2021,3.8
"Raleigh, NC (MSA)",2021,4.1
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2021,4.9
"Reno, NV (MSA)",2021,4.1
"Birmingham-Hoover, AL (MSA)",2021,3.1
"San Antonio-New Braunfels, TX (MSA)",2021,5.2
"Richmond, VA (MSA)",2021,4.2
"Albuquerque, NM (MSA)",2021,6.6
"Grand Rapids-Wyoming, MI (MSA)",2021,4.6
"Omaha-Council Bluffs, NE-IA (MSA)",2021,3.1
"Baltimore-Columbia-Towson, MD (MSA)",2021,5.0
"Rochester, NY (MSA)",2021,5.0
"San Diego-Carlsbad, CA (MSA)",2021,6.5
"Flint, MI (MSA)",2021,7.5
"Lexington-Fayette, KY (MSA)",2021,3.7
"Tucson, AZ (MSA)",2021,5.1
"Oklahoma City, OK (MSA)",2021,3.9
"Boise City, ID (MSA)",2021,3.4
"Ames, IA (MSA)",2021,2.7
"Madison, WI (MSA)",2021,2.9
"New Orleans-Metairie, LA (MSA)",2021,6.4
"Columbus, OH (MSA)",2021,4.7
"Bismarck, ND (MSA)",2021,2.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2021,6.1
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2021,5.5
"Visalia-Porterville, CA (MSA)",2021,10.6
"Salt Lake City, UT (MSA)",2021,2.8
"Davenport-Moline-Rock Island, IA-IL (MSA)",2021,5.2
"Dallas-Fort Worth-Arlington, TX (MSA)",2022,3.5
"Seattle-Tacoma-Bellevue, WA (MSA)",2022,3.4
"Austin-Round Rock, TX (MSA)",2022,2.9
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2022,4.6
"St. Louis, MO-IL (MSA)",2022,2.8
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2022,2.8
"Las Vegas-Henderson-Paradise, NV (MSA)",2022,6.0
"Detroit-Warren-Dearborn, MI (MSA)",2022,3.8
"Denver-Aurora-Lakewood, CO (MSA)",2022,3.0
"Jacksonville, FL (MSA)",2022,2.8
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2022,2.9
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2022,2.6
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2022,3.4
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2022,4.3
"Kansas City, MO-KS (MSA)",2022,2.6
"Cincinnati, OH-KY-IN (MSA)",2022,3.5
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2022,2.8
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2022,3.0
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2022,4.0
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2022,4.5
"Pittsburgh, PA (MSA)",2022,4.5
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2022,3.4
"Memphis, TN-MS-AR (MSA)",2022,4.2
"San Francisco-Oakland-Hayward, CA (MSA)",2022,3.0
"Orlando-Kissimmee-Sanford, FL (MSA)",2022,2.9
"Cleveland-Elyria, OH (MSA)",2022,4.7
"Indianapolis-Carmel-Anderson, IN (MSA)",2022,2.8
"Raleigh, NC (MSA)",2022,3.1
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2022,2.7
"Reno, NV (MSA)",2022,3.5
"Birmingham-Hoover, AL (MSA)",2022,2.4
"San Antonio-New Braunfels, TX (MSA)",2022,3.6
"Richmond, VA (MSA)",2022,3.0
"Albuquerque, NM (MSA)",2022,3.7
"Grand Rapids-Wyoming, MI (MSA)",2022,3.5
"Omaha-Council Bluffs, NE-IA (MSA)",2022,2.6
"Baltimore-Columbia-Towson, MD (MSA)",2022,3.2
"Rochester, NY (MSA)",2022,3.4
"San Diego-Carlsbad, CA (MSA)",2022,3.4
"Flint, MI (MSA)",2022,5.6
"Lexington-Fayette, KY (MSA)",2022,3.1
"Tucson, AZ (MSA)",2022,3.8
"Oklahoma City, OK (MSA)",2022,2.8
"Boise City, ID (MSA)",2022,2.5
"Ames, IA (MSA)",2022,2.0
"Madison, WI (MSA)",2022,2.2
"New Orleans-Metairie, LA (MSA)",2022,3.8
"Columbus, OH (MSA)",2022,3.4
"Bismarck, ND (MSA)",2022,2.1
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2022,4.1
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2022,3.6
"Visalia-Porterville, CA (MSA)",2022,8.2
"Salt Lake City, UT (MSA)",2022,2.3
"Davenport-Moline-Rock Island, IA-IL (MSA)",2022,3.8
